,payment_type_id,payment_type,payment_type_name
11893,11893,1,Credit card
11894,11894,1,Credit card
11895,11895,1,Credit card
11896,11896,1,Credit card
11897,11897,2,Cash
11898,11898,2,Cash
11899,11899,2,Cash
11900,11900,1,Credit card
11901,11901,1,Credit card
11902,11902,2,Cash
11903,11903,1,Credit card
11904,11904,1,Credit card
11905,11905,1,Credit card
11906,11906,1,Credit card
11907,11907,1,Credit card
11908,11908,1,Credit card
11909,11909,2,Cash
11910,11910,2,Cash
11911,11911,1,Credit card
11912,11912,2,Cash
11913,11913,1,Credit card
11914,11914,1,Credit card
11915,11915,1,Credit card
11916,11916,1,Credit card
11917,11917,1,Credit card
11918,11918,2,Cash
11919,11919,1,Credit card
11920,11920,2,Cash
11921,11921,2,Cash
11922,11922,2,Cash
11923,11923,1,Credit card
11924,11924,1,Credit card
11925,11925,1,Credit card
11926,11926,1,Credit card
11927,11927,2,Cash
11928,11928,1,Credit card
11929,11929,1,Credit card
11930,11930,1,Credit card
11931,11931,1,Credit card
11932,11932,1,Credit card
11933,11933,1,Credit card
11934,11934,1,Credit card
11935,11935,2,Cash
11936,11936,1,Credit card
11937,11937,2,Cash
11938,11938,2,Cash
11939,11939,1,Credit card
11940,11940,1,Credit card
11941,11941,2,Cash
11942,11942,2,Cash
11943,11943,1,Credit card
11944,11944,1,Credit card
11945,11945,1,Credit card
11946,11946,1,Credit card
11947,11947,2,Cash
11948,11948,2,Cash
11949,11949,1,Credit card
11950,11950,1,Credit card
11951,11951,1,Credit card
11952,11952,1,Credit card
11953,11953,1,Credit card
11954,11954,1,Credit card
11955,11955,2,Cash
11956,11956,1,Credit card
11957,11957,1,Credit card
11958,11958,1,Credit card
11959,11959,1,Credit card
11960,11960,1,Credit card
11961,11961,1,Credit card
11962,11962,1,Credit card
11963,11963,1,Credit card
11964,11964,2,Cash
11965,11965,1,Credit card
11966,11966,1,Credit card
11967,11967,1,Credit card
11968,11968,1,Credit card
11969,11969,1,Credit card
11970,11970,1,Credit card
11971,11971,1,Credit card
11972,11972,1,Credit card
11973,11973,2,Cash
11974,11974,1,Credit card
11975,11975,1,Credit card
11976,11976,1,Credit card
11977,11977,1,Credit card
11978,11978,1,Credit card
11979,11979,1,Credit card
11980,11980,1,Credit card
11981,11981,2,Cash
11982,11982,2,Cash
11983,11983,2,Cash
11984,11984,1,Credit card
11985,11985,1,Credit card
11986,11986,1,Credit card
11987,11987,1,Credit card
11988,11988,2,Cash
11989,11989,1,Credit card
11990,11990,2,Cash
11991,11991,1,Credit card
11992,11992,1,Credit card
11993,11993,2,Cash
11994,11994,2,Cash
11995,11995,2,Cash
11996,11996,1,Credit card
11997,11997,1,Credit card
11998,11998,1,Credit card
11999,11999,1,Credit card
12000,12000,1,Credit card
12001,12001,1,Credit card
12002,12002,1,Credit card
12003,12003,2,Cash
12004,12004,1,Credit card
12005,12005,1,Credit card
12006,12006,1,Credit card
12007,12007,2,Cash
12008,12008,2,Cash
12009,12009,1,Credit card
12010,12010,2,Cash
12011,12011,1,Credit card
12012,12012,2,Cash
12013,12013,1,Credit card
12014,12014,1,Credit card
12015,12015,1,Credit card
12016,12016,1,Credit card
12017,12017,1,Credit card
12018,12018,1,Credit card
12019,12019,1,Credit card
12020,12020,2,Cash
12021,12021,1,Credit card
12022,12022,2,Cash
12023,12023,2,Cash
12024,12024,2,Cash
12025,12025,1,Credit card
12026,12026,1,Credit card
12027,12027,1,Credit card
12028,12028,2,Cash
12029,12029,1,Credit card
12030,12030,1,Credit card
12031,12031,1,Credit card
12032,12032,1,Credit card
12033,12033,1,Credit card
12034,12034,1,Credit card
12035,12035,1,Credit card
12036,12036,1,Credit card
12037,12037,2,Cash
12038,12038,1,Credit card
12039,12039,2,Cash
12040,12040,1,Credit card
12041,12041,2,Cash
12042,12042,2,Cash
12043,12043,1,Credit card
12044,12044,1,Credit card
12045,12045,1,Credit card
12046,12046,1,Credit card
12047,12047,1,Credit card
12048,12048,1,Credit card
12049,12049,1,Credit card
12050,12050,1,Credit card
12051,12051,1,Credit card
12052,12052,1,Credit card
12053,12053,2,Cash
12054,12054,2,Cash
12055,12055,2,Cash
12056,12056,1,Credit card
12057,12057,2,Cash
12058,12058,1,Credit card
12059,12059,1,Credit card
12060,12060,1,Credit card
12061,12061,2,Cash
12062,12062,1,Credit card
12063,12063,1,Credit card
12064,12064,2,Cash
12065,12065,2,Cash
12066,12066,1,Credit card
12067,12067,1,Credit card
12068,12068,1,Credit card
12069,12069,1,Credit card
12070,12070,1,Credit card
12071,12071,1,Credit card
12072,12072,1,Credit card
12073,12073,1,Credit card
12074,12074,1,Credit card
12075,12075,1,Credit card
12076,12076,1,Credit card
12077,12077,1,Credit card
12078,12078,1,Credit card
12079,12079,2,Cash
12080,12080,1,Credit card
12081,12081,1,Credit card
12082,12082,1,Credit card
12083,12083,1,Credit card
12084,12084,1,Credit card
12085,12085,1,Credit card
12086,12086,1,Credit card
12087,12087,1,Credit card
12088,12088,1,Credit card
12089,12089,2,Cash
12090,12090,1,Credit card
12091,12091,1,Credit card
12092,12092,2,Cash
12093,12093,1,Credit card
12094,12094,2,Cash
12095,12095,1,Credit card
12096,12096,1,Credit card
12097,12097,1,Credit card
12098,12098,2,Cash
12099,12099,1,Credit card
12100,12100,1,Credit card
12101,12101,1,Credit card
12102,12102,2,Cash
12103,12103,1,Credit card
12104,12104,2,Cash
12105,12105,1,Credit card
12106,12106,1,Credit card
12107,12107,2,Cash
12108,12108,1,Credit card
12109,12109,1,Credit card
12110,12110,1,Credit card
12111,12111,1,Credit card
12112,12112,2,Cash
12113,12113,1,Credit card
12114,12114,1,Credit card
12115,12115,2,Cash
12116,12116,2,Cash
12117,12117,2,Cash
12118,12118,2,Cash
12119,12119,1,Credit card
12120,12120,2,Cash
12121,12121,1,Credit card
12122,12122,1,Credit card
12123,12123,1,Credit card
12124,12124,2,Cash
12125,12125,1,Credit card
12126,12126,2,Cash
12127,12127,2,Cash
12128,12128,2,Cash
12129,12129,1,Credit card
12130,12130,1,Credit card
12131,12131,1,Credit card
12132,12132,1,Credit card
12133,12133,2,Cash
12134,12134,2,Cash
12135,12135,2,Cash
12136,12136,1,Credit card
12137,12137,1,Credit card
12138,12138,1,Credit card
12139,12139,1,Credit card
12140,12140,1,Credit card
12141,12141,1,Credit card
12142,12142,1,Credit card
12143,12143,2,Cash
12144,12144,1,Credit card
12145,12145,1,Credit card
12146,12146,1,Credit card
12147,12147,1,Credit card
12148,12148,2,Cash
12149,12149,1,Credit card
12150,12150,1,Credit card
12151,12151,1,Credit card
12152,12152,1,Credit card
12153,12153,1,Credit card
12154,12154,1,Credit card
12155,12155,1,Credit card
12156,12156,1,Credit card
12157,12157,1,Credit card
12158,12158,1,Credit card
12159,12159,1,Credit card
12160,12160,1,Credit card
12161,12161,1,Credit card
12162,12162,2,Cash
12163,12163,1,Credit card
12164,12164,2,Cash
12165,12165,1,Credit card
12166,12166,1,Credit card
12167,12167,1,Credit card
12168,12168,1,Credit card
12169,12169,1,Credit card
12170,12170,1,Credit card
12171,12171,1,Credit card
12172,12172,2,Cash
12173,12173,1,Credit card
12174,12174,1,Credit card
12175,12175,2,Cash
12176,12176,1,Credit card
12177,12177,1,Credit card
12178,12178,1,Credit card
12179,12179,2,Cash
12180,12180,1,Credit card
12181,12181,1,Credit card
12182,12182,1,Credit card
12183,12183,1,Credit card
12184,12184,1,Credit card
12185,12185,1,Credit card
12186,12186,1,Credit card
12187,12187,1,Credit card
12188,12188,2,Cash
12189,12189,1,Credit card
12190,12190,1,Credit card
12191,12191,1,Credit card
12192,12192,1,Credit card
12193,12193,1,Credit card
12194,12194,1,Credit card
12195,12195,1,Credit card
12196,12196,1,Credit card
12197,12197,1,Credit card
12198,12198,2,Cash
12199,12199,1,Credit card
12200,12200,1,Credit card
12201,12201,2,Cash
12202,12202,2,Cash
12203,12203,1,Credit card
12204,12204,1,Credit card
12205,12205,1,Credit card
12206,12206,1,Credit card
12207,12207,1,Credit card
12208,12208,2,Cash
12209,12209,1,Credit card
12210,12210,1,Credit card
12211,12211,1,Credit card
12212,12212,1,Credit card
12213,12213,1,Credit card
12214,12214,2,Cash
12215,12215,1,Credit card
12216,12216,1,Credit card
12217,12217,2,Cash
12218,12218,2,Cash
12219,12219,1,Credit card
12220,12220,1,Credit card
12221,12221,1,Credit card
12222,12222,1,Credit card
12223,12223,1,Credit card
12224,12224,1,Credit card
12225,12225,1,Credit card
12226,12226,1,Credit card
12227,12227,2,Cash
12228,12228,2,Cash
12229,12229,1,Credit card
12230,12230,1,Credit card
12231,12231,1,Credit card
12232,12232,1,Credit card
12233,12233,1,Credit card
12234,12234,1,Credit card
12235,12235,1,Credit card
12236,12236,2,Cash
12237,12237,2,Cash
12238,12238,1,Credit card
12239,12239,1,Credit card
12240,12240,1,Credit card
12241,12241,1,Credit card
12242,12242,2,Cash
12243,12243,1,Credit card
12244,12244,1,Credit card
12245,12245,1,Credit card
12246,12246,2,Cash
12247,12247,2,Cash
12248,12248,1,Credit card
12249,12249,2,Cash
12250,12250,2,Cash
12251,12251,1,Credit card
12252,12252,1,Credit card
12253,12253,1,Credit card
12254,12254,1,Credit card
12255,12255,1,Credit card
12256,12256,1,Credit card
12257,12257,1,Credit card
12258,12258,2,Cash
12259,12259,1,Credit card
12260,12260,1,Credit card
12261,12261,1,Credit card
12262,12262,2,Cash
12263,12263,1,Credit card
12264,12264,2,Cash
12265,12265,2,Cash
12266,12266,2,Cash
12267,12267,2,Cash
12268,12268,1,Credit card
12269,12269,2,Cash
12270,12270,1,Credit card
12271,12271,1,Credit card
12272,12272,1,Credit card
12273,12273,1,Credit card
12274,12274,2,Cash
12275,12275,2,Cash
12276,12276,1,Credit card
12277,12277,1,Credit card
12278,12278,1,Credit card
12279,12279,1,Credit card
12280,12280,1,Credit card
12281,12281,1,Credit card
12282,12282,1,Credit card
12283,12283,2,Cash
12284,12284,1,Credit card
12285,12285,1,Credit card
12286,12286,1,Credit card
12287,12287,2,Cash
12288,12288,2,Cash
12289,12289,1,Credit card
12290,12290,1,Credit card
12291,12291,1,Credit card
12292,12292,1,Credit card
12293,12293,1,Credit card
12294,12294,1,Credit card
12295,12295,1,Credit card
12296,12296,1,Credit card
12297,12297,2,Cash
12298,12298,2,Cash
12299,12299,1,Credit card
12300,12300,1,Credit card
12301,12301,1,Credit card
12302,12302,1,Credit card
12303,12303,1,Credit card
12304,12304,1,Credit card
12305,12305,1,Credit card
12306,12306,1,Credit card
12307,12307,2,Cash
12308,12308,1,Credit card
12309,12309,1,Credit card
12310,12310,1,Credit card
12311,12311,1,Credit card
12312,12312,2,Cash
12313,12313,1,Credit card
12314,12314,2,Cash
12315,12315,1,Credit card
12316,12316,2,Cash
12317,12317,1,Credit card
12318,12318,1,Credit card
12319,12319,1,Credit card
12320,12320,1,Credit card
12321,12321,1,Credit card
12322,12322,1,Credit card
12323,12323,1,Credit card
12324,12324,1,Credit card
12325,12325,1,Credit card
12326,12326,1,Credit card
12327,12327,1,Credit card
12328,12328,1,Credit card
12329,12329,1,Credit card
12330,12330,1,Credit card
12331,12331,2,Cash
12332,12332,2,Cash
12333,12333,1,Credit card
12334,12334,1,Credit card
12335,12335,1,Credit card
12336,12336,1,Credit card
12337,12337,2,Cash
12338,12338,1,Credit card
12339,12339,2,Cash
12340,12340,1,Credit card
12341,12341,1,Credit card
12342,12342,1,Credit card
12343,12343,1,Credit card
12344,12344,1,Credit card
12345,12345,2,Cash
12346,12346,2,Cash
12347,12347,1,Credit card
12348,12348,1,Credit card
12349,12349,1,Credit card
12350,12350,1,Credit card
12351,12351,2,Cash
12352,12352,1,Credit card
12353,12353,2,Cash
12354,12354,2,Cash
12355,12355,2,Cash
12356,12356,1,Credit card
12357,12357,1,Credit card
12358,12358,1,Credit card
12359,12359,1,Credit card
12360,12360,1,Credit card
12361,12361,1,Credit card
12362,12362,2,Cash
12363,12363,2,Cash
12364,12364,1,Credit card
12365,12365,1,Credit card
12366,12366,2,Cash
12367,12367,1,Credit card
12368,12368,1,Credit card
12369,12369,1,Credit card
12370,12370,1,Credit card
12371,12371,2,Cash
12372,12372,1,Credit card
12373,12373,1,Credit card
12374,12374,1,Credit card
12375,12375,1,Credit card
12376,12376,1,Credit card
12377,12377,1,Credit card
12378,12378,1,Credit card
12379,12379,1,Credit card
12380,12380,2,Cash
12381,12381,1,Credit card
12382,12382,1,Credit card
12383,12383,1,Credit card
12384,12384,1,Credit card
12385,12385,2,Cash
12386,12386,1,Credit card
12387,12387,1,Credit card
12388,12388,1,Credit card
12389,12389,1,Credit card
12390,12390,1,Credit card
12391,12391,2,Cash
12392,12392,1,Credit card
12393,12393,1,Credit card
12394,12394,1,Credit card
12395,12395,1,Credit card
12396,12396,1,Credit card
12397,12397,1,Credit card
12398,12398,2,Cash
12399,12399,1,Credit card
12400,12400,2,Cash
12401,12401,2,Cash
12402,12402,2,Cash
12403,12403,2,Cash
12404,12404,1,Credit card
12405,12405,1,Credit card
12406,12406,1,Credit card
12407,12407,2,Cash
12408,12408,2,Cash
12409,12409,1,Credit card
12410,12410,1,Credit card
12411,12411,1,Credit card
12412,12412,2,Cash
12413,12413,1,Credit card
12414,12414,1,Credit card
12415,12415,2,Cash
12416,12416,1,Credit card
12417,12417,1,Credit card
12418,12418,2,Cash
12419,12419,1,Credit card
12420,12420,1,Credit card
12421,12421,2,Cash
12422,12422,1,Credit card
12423,12423,1,Credit card
12424,12424,1,Credit card
12425,12425,1,Credit card
12426,12426,2,Cash
12427,12427,1,Credit card
12428,12428,1,Credit card
12429,12429,1,Credit card
12430,12430,1,Credit card
12431,12431,1,Credit card
12432,12432,1,Credit card
12433,12433,1,Credit card
12434,12434,1,Credit card
12435,12435,1,Credit card
12436,12436,1,Credit card
12437,12437,2,Cash
12438,12438,1,Credit card
12439,12439,2,Cash
12440,12440,1,Credit card
12441,12441,1,Credit card
12442,12442,1,Credit card
12443,12443,1,Credit card
12444,12444,1,Credit card
12445,12445,1,Credit card
12446,12446,1,Credit card
12447,12447,1,Credit card
12448,12448,2,Cash
12449,12449,1,Credit card
12450,12450,1,Credit card
12451,12451,1,Credit card
12452,12452,1,Credit card
12453,12453,2,Cash
12454,12454,2,Cash
12455,12455,1,Credit card
12456,12456,1,Credit card
12457,12457,1,Credit card
12458,12458,2,Cash
12459,12459,1,Credit card
12460,12460,1,Credit card
12461,12461,1,Credit card
12462,12462,1,Credit card
12463,12463,2,Cash
12464,12464,1,Credit card
12465,12465,2,Cash
12466,12466,1,Credit card
12467,12467,1,Credit card
12468,12468,1,Credit card
12469,12469,1,Credit card
12470,12470,1,Credit card
12471,12471,1,Credit card
12472,12472,1,Credit card
12473,12473,1,Credit card
12474,12474,1,Credit card
12475,12475,1,Credit card
12476,12476,1,Credit card
12477,12477,2,Cash
12478,12478,1,Credit card
12479,12479,1,Credit card
12480,12480,1,Credit card
12481,12481,1,Credit card
12482,12482,1,Credit card
12483,12483,1,Credit card
12484,12484,1,Credit card
12485,12485,2,Cash
12486,12486,1,Credit card
12487,12487,1,Credit card
12488,12488,1,Credit card
12489,12489,1,Credit card
12490,12490,1,Credit card
12491,12491,1,Credit card
12492,12492,2,Cash
12493,12493,2,Cash
12494,12494,1,Credit card
12495,12495,1,Credit card
12496,12496,1,Credit card
12497,12497,1,Credit card
12498,12498,2,Cash
12499,12499,1,Credit card
12500,12500,1,Credit card
12501,12501,1,Credit card
12502,12502,1,Credit card
12503,12503,1,Credit card
12504,12504,2,Cash
12505,12505,1,Credit card
12506,12506,1,Credit card
12507,12507,1,Credit card
12508,12508,1,Credit card
12509,12509,1,Credit card
12510,12510,1,Credit card
12511,12511,1,Credit card
12512,12512,1,Credit card
12513,12513,1,Credit card
12514,12514,2,Cash
12515,12515,2,Cash
12516,12516,1,Credit card
12517,12517,2,Cash
12518,12518,1,Credit card
12519,12519,1,Credit card
12520,12520,2,Cash
12521,12521,2,Cash
12522,12522,2,Cash
12523,12523,2,Cash
12524,12524,2,Cash
12525,12525,1,Credit card
12526,12526,1,Credit card
12527,12527,1,Credit card
12528,12528,1,Credit card
12529,12529,1,Credit card
12530,12530,2,Cash
12531,12531,1,Credit card
12532,12532,1,Credit card
12533,12533,1,Credit card
12534,12534,2,Cash
12535,12535,1,Credit card
12536,12536,1,Credit card
12537,12537,2,Cash
12538,12538,1,Credit card
12539,12539,1,Credit card
12540,12540,1,Credit card
12541,12541,2,Cash
12542,12542,1,Credit card
12543,12543,1,Credit card
12544,12544,1,Credit card
12545,12545,1,Credit card
12546,12546,1,Credit card
12547,12547,1,Credit card
12548,12548,2,Cash
12549,12549,1,Credit card
12550,12550,1,Credit card
12551,12551,1,Credit card
12552,12552,2,Cash
12553,12553,1,Credit card
12554,12554,2,Cash
12555,12555,1,Credit card
12556,12556,1,Credit card
12557,12557,1,Credit card
12558,12558,1,Credit card
12559,12559,1,Credit card
12560,12560,1,Credit card
12561,12561,1,Credit card
12562,12562,1,Credit card
12563,12563,1,Credit card
12564,12564,1,Credit card
12565,12565,2,Cash
12566,12566,1,Credit card
12567,12567,2,Cash
12568,12568,2,Cash
12569,12569,1,Credit card
12570,12570,1,Credit card
12571,12571,1,Credit card
12572,12572,2,Cash
12573,12573,1,Credit card
12574,12574,1,Credit card
12575,12575,2,Cash
12576,12576,1,Credit card
12577,12577,1,Credit card
12578,12578,2,Cash
12579,12579,2,Cash
12580,12580,1,Credit card
12581,12581,1,Credit card
12582,12582,1,Credit card
12583,12583,1,Credit card
12584,12584,2,Cash
12585,12585,2,Cash
12586,12586,1,Credit card
12587,12587,1,Credit card
12588,12588,1,Credit card
12589,12589,1,Credit card
12590,12590,1,Credit card
12591,12591,1,Credit card
12592,12592,2,Cash
12593,12593,1,Credit card
12594,12594,1,Credit card
12595,12595,1,Credit card
12596,12596,1,Credit card
12597,12597,1,Credit card
12598,12598,1,Credit card
12599,12599,1,Credit card
12600,12600,1,Credit card
12601,12601,2,Cash
12602,12602,1,Credit card
12603,12603,1,Credit card
12604,12604,2,Cash
12605,12605,2,Cash
12606,12606,1,Credit card
12607,12607,1,Credit card
12608,12608,1,Credit card
12609,12609,2,Cash
12610,12610,1,Credit card
12611,12611,1,Credit card
12612,12612,2,Cash
12613,12613,1,Credit card
12614,12614,1,Credit card
12615,12615,1,Credit card
12616,12616,2,Cash
12617,12617,2,Cash
12618,12618,1,Credit card
12619,12619,2,Cash
12620,12620,1,Credit card
12621,12621,1,Credit card
12622,12622,1,Credit card
12623,12623,1,Credit card
12624,12624,1,Credit card
12625,12625,1,Credit card
12626,12626,2,Cash
12627,12627,1,Credit card
12628,12628,1,Credit card
12629,12629,1,Credit card
12630,12630,1,Credit card
12631,12631,1,Credit card
12632,12632,1,Credit card
12633,12633,2,Cash
12634,12634,1,Credit card
12635,12635,1,Credit card
12636,12636,2,Cash
12637,12637,1,Credit card
12638,12638,2,Cash
12639,12639,2,Cash
12640,12640,1,Credit card
12641,12641,1,Credit card
12642,12642,1,Credit card
12643,12643,1,Credit card
12644,12644,1,Credit card
12645,12645,2,Cash
12646,12646,1,Credit card
12647,12647,1,Credit card
12648,12648,1,Credit card
12649,12649,1,Credit card
12650,12650,1,Credit card
12651,12651,1,Credit card
12652,12652,1,Credit card
12653,12653,2,Cash
12654,12654,1,Credit card
12655,12655,1,Credit card
12656,12656,1,Credit card
12657,12657,2,Cash
12658,12658,2,Cash
12659,12659,1,Credit card
12660,12660,1,Credit card
12661,12661,1,Credit card
12662,12662,1,Credit card
12663,12663,1,Credit card
12664,12664,1,Credit card
12665,12665,1,Credit card
12666,12666,1,Credit card
12667,12667,1,Credit card
12668,12668,2,Cash
12669,12669,1,Credit card
12670,12670,1,Credit card
12671,12671,2,Cash
12672,12672,1,Credit card
12673,12673,1,Credit card
12674,12674,1,Credit card
12675,12675,1,Credit card
12676,12676,1,Credit card
12677,12677,1,Credit card
12678,12678,1,Credit card
12679,12679,2,Cash
12680,12680,2,Cash
12681,12681,1,Credit card
12682,12682,1,Credit card
12683,12683,1,Credit card
12684,12684,1,Credit card
12685,12685,2,Cash
12686,12686,1,Credit card
12687,12687,1,Credit card
12688,12688,1,Credit card
12689,12689,1,Credit card
12690,12690,2,Cash
12691,12691,1,Credit card
12692,12692,1,Credit card
12693,12693,2,Cash
12694,12694,1,Credit card
12695,12695,1,Credit card
12696,12696,1,Credit card
12697,12697,1,Credit card
12698,12698,1,Credit card
12699,12699,1,Credit card
12700,12700,1,Credit card
12701,12701,1,Credit card
12702,12702,2,Cash
12703,12703,1,Credit card
12704,12704,2,Cash
12705,12705,1,Credit card
12706,12706,2,Cash
12707,12707,1,Credit card
12708,12708,2,Cash
12709,12709,1,Credit card
12710,12710,1,Credit card
12711,12711,1,Credit card
12712,12712,1,Credit card
12713,12713,2,Cash
12714,12714,1,Credit card
12715,12715,1,Credit card
12716,12716,2,Cash
12717,12717,1,Credit card
12718,12718,2,Cash
12719,12719,1,Credit card
12720,12720,1,Credit card
12721,12721,1,Credit card
12722,12722,1,Credit card
12723,12723,1,Credit card
12724,12724,1,Credit card
12725,12725,2,Cash
12726,12726,1,Credit card
12727,12727,1,Credit card
12728,12728,2,Cash
12729,12729,1,Credit card
12730,12730,1,Credit card
12731,12731,1,Credit card
12732,12732,1,Credit card
12733,12733,1,Credit card
12734,12734,1,Credit card
12735,12735,1,Credit card
12736,12736,1,Credit card
12737,12737,1,Credit card
12738,12738,1,Credit card
12739,12739,2,Cash
12740,12740,2,Cash
12741,12741,1,Credit card
12742,12742,1,Credit card
12743,12743,1,Credit card
12744,12744,1,Credit card
12745,12745,1,Credit card
12746,12746,1,Credit card
12747,12747,1,Credit card
12748,12748,1,Credit card
12749,12749,1,Credit card
12750,12750,1,Credit card
12751,12751,2,Cash
12752,12752,1,Credit card
12753,12753,1,Credit card
12754,12754,1,Credit card
12755,12755,1,Credit card
12756,12756,1,Credit card
12757,12757,1,Credit card
12758,12758,2,Cash
12759,12759,1,Credit card
12760,12760,1,Credit card
12761,12761,1,Credit card
12762,12762,2,Cash
12763,12763,1,Credit card
12764,12764,2,Cash
12765,12765,1,Credit card
12766,12766,1,Credit card
12767,12767,1,Credit card
12768,12768,1,Credit card
12769,12769,1,Credit card
12770,12770,1,Credit card
12771,12771,1,Credit card
12772,12772,2,Cash
12773,12773,1,Credit card
12774,12774,2,Cash
12775,12775,2,Cash
12776,12776,1,Credit card
12777,12777,1,Credit card
12778,12778,1,Credit card
12779,12779,1,Credit card
12780,12780,1,Credit card
12781,12781,1,Credit card
12782,12782,1,Credit card
12783,12783,1,Credit card
12784,12784,1,Credit card
12785,12785,1,Credit card
12786,12786,1,Credit card
12787,12787,1,Credit card
12788,12788,1,Credit card
12789,12789,1,Credit card
12790,12790,2,Cash
12791,12791,2,Cash
12792,12792,1,Credit card
12793,12793,1,Credit card
12794,12794,1,Credit card
12795,12795,2,Cash
12796,12796,1,Credit card
12797,12797,2,Cash
12798,12798,1,Credit card
12799,12799,1,Credit card
12800,12800,2,Cash
12801,12801,1,Credit card
12802,12802,1,Credit card
12803,12803,1,Credit card
12804,12804,1,Credit card
12805,12805,2,Cash
12806,12806,1,Credit card
12807,12807,1,Credit card
12808,12808,1,Credit card
12809,12809,1,Credit card
12810,12810,1,Credit card
12811,12811,1,Credit card
12812,12812,1,Credit card
12813,12813,2,Cash
12814,12814,1,Credit card
12815,12815,1,Credit card
12816,12816,1,Credit card
12817,12817,2,Cash
12818,12818,2,Cash
12819,12819,1,Credit card
12820,12820,2,Cash
12821,12821,2,Cash
12822,12822,1,Credit card
12823,12823,1,Credit card
12824,12824,1,Credit card
12825,12825,1,Credit card
12826,12826,1,Credit card
12827,12827,1,Credit card
12828,12828,1,Credit card
12829,12829,2,Cash
12830,12830,1,Credit card
12831,12831,1,Credit card
12832,12832,1,Credit card
12833,12833,1,Credit card
12834,12834,2,Cash
12835,12835,1,Credit card
12836,12836,1,Credit card
12837,12837,2,Cash
12838,12838,1,Credit card
12839,12839,1,Credit card
12840,12840,1,Credit card
12841,12841,1,Credit card
12842,12842,2,Cash
12843,12843,2,Cash
12844,12844,1,Credit card
12845,12845,2,Cash
12846,12846,2,Cash
12847,12847,1,Credit card
12848,12848,1,Credit card
12849,12849,1,Credit card
12850,12850,2,Cash
12851,12851,1,Credit card
12852,12852,2,Cash
12853,12853,1,Credit card
12854,12854,1,Credit card
12855,12855,1,Credit card
12856,12856,1,Credit card
12857,12857,1,Credit card
12858,12858,2,Cash
12859,12859,1,Credit card
12860,12860,1,Credit card
12861,12861,1,Credit card
12862,12862,2,Cash
12863,12863,1,Credit card
12864,12864,1,Credit card
12865,12865,1,Credit card
12866,12866,1,Credit card
12867,12867,1,Credit card
12868,12868,1,Credit card
12869,12869,1,Credit card
12870,12870,1,Credit card
12871,12871,1,Credit card
12872,12872,1,Credit card
12873,12873,2,Cash
12874,12874,2,Cash
12875,12875,1,Credit card
12876,12876,1,Credit card
12877,12877,2,Cash
12878,12878,2,Cash
12879,12879,1,Credit card
12880,12880,2,Cash
12881,12881,1,Credit card
12882,12882,1,Credit card
12883,12883,2,Cash
12884,12884,1,Credit card
12885,12885,2,Cash
12886,12886,2,Cash
12887,12887,1,Credit card
12888,12888,1,Credit card
12889,12889,1,Credit card
12890,12890,2,Cash
12891,12891,1,Credit card
12892,12892,2,Cash
12893,12893,1,Credit card
12894,12894,1,Credit card
12895,12895,2,Cash
12896,12896,1,Credit card
12897,12897,2,Cash
12898,12898,1,Credit card
12899,12899,2,Cash
12900,12900,2,Cash
12901,12901,1,Credit card
12902,12902,1,Credit card
12903,12903,1,Credit card
12904,12904,1,Credit card
12905,12905,1,Credit card
12906,12906,1,Credit card
12907,12907,1,Credit card
12908,12908,2,Cash
12909,12909,2,Cash
12910,12910,1,Credit card
12911,12911,2,Cash
12912,12912,1,Credit card
12913,12913,2,Cash
12914,12914,1,Credit card
12915,12915,2,Cash
12916,12916,2,Cash
12917,12917,1,Credit card
12918,12918,2,Cash
12919,12919,2,Cash
12920,12920,1,Credit card
12921,12921,2,Cash
12922,12922,1,Credit card
12923,12923,1,Credit card
12924,12924,1,Credit card
12925,12925,1,Credit card
12926,12926,1,Credit card
12927,12927,1,Credit card
12928,12928,1,Credit card
12929,12929,1,Credit card
12930,12930,1,Credit card
12931,12931,2,Cash
12932,12932,2,Cash
12933,12933,2,Cash
12934,12934,1,Credit card
12935,12935,2,Cash
12936,12936,1,Credit card
12937,12937,1,Credit card
12938,12938,1,Credit card
12939,12939,2,Cash
12940,12940,2,Cash
12941,12941,1,Credit card
12942,12942,1,Credit card
12943,12943,2,Cash
12944,12944,1,Credit card
12945,12945,2,Cash
12946,12946,2,Cash
12947,12947,2,Cash
12948,12948,1,Credit card
12949,12949,1,Credit card
12950,12950,2,Cash
12951,12951,2,Cash
12952,12952,1,Credit card
12953,12953,1,Credit card
12954,12954,1,Credit card
12955,12955,1,Credit card
12956,12956,2,Cash
12957,12957,1,Credit card
12958,12958,1,Credit card
12959,12959,1,Credit card
12960,12960,1,Credit card
12961,12961,2,Cash
12962,12962,1,Credit card
12963,12963,1,Credit card
12964,12964,1,Credit card
12965,12965,1,Credit card
12966,12966,2,Cash
12967,12967,1,Credit card
12968,12968,2,Cash
12969,12969,1,Credit card
12970,12970,1,Credit card
12971,12971,2,Cash
12972,12972,1,Credit card
12973,12973,1,Credit card
12974,12974,1,Credit card
12975,12975,1,Credit card
12976,12976,1,Credit card
12977,12977,1,Credit card
12978,12978,1,Credit card
12979,12979,2,Cash
12980,12980,1,Credit card
12981,12981,1,Credit card
12982,12982,1,Credit card
12983,12983,1,Credit card
12984,12984,1,Credit card
12985,12985,1,Credit card
12986,12986,1,Credit card
12987,12987,1,Credit card
12988,12988,2,Cash
12989,12989,2,Cash
